p,avg_Log2FC,pct.1,pct.2,p_adj,cluster_my,symbol,group
7.872547845319396e-5,-3.866681640301846,0,0.007,1,0,FSTL3,all
7.872797001879837e-5,0.19890619488218042,0.584,0.59,1,0,CNBP,all
7.897262069563237e-5,-0.7409276925679844,0.018,0.033,1,0,WTIP,all
7.918094234892304e-5,-3.21888800906824,0,0.007,1,0,LINC01480,all
7.950541575362561e-5,-0.14914087345216687,0.121,0.157,1,0,LSM2,all
7.983720979132207e-5,-0.18875476440273253,0.026,0.044,1,0,ZNF124,all
7.994571586683744e-5,0.006306688225042045,0.215,0.271,1,0,ERGIC3,all
8.103427528410303e-5,-0.09574639363954596,0.056,0.081,1,0,GTF2F2,all
8.145130329938158e-5,-0.13242068284494507,0.165,0.207,1,0,GPR155,all
8.151380371871858e-5,-0.3137162690522497,0.046,0.068,1,0,TLCD2,all
8.173985644572688e-5,-0.7518532266347373,0.01,0.023,1,0,GALNT7,all
8.176172266729179e-5,-0.9366423123999228,0.007,0.017,1,0,TMOD2,all
8.181705376396185e-5,-0.9190519362640606,0.021,0.037,1,0,TNFRSF18,all
8.23155639221621e-5,-0.07733901868144438,0.171,0.216,1,0,COX17,all
8.241357714592778e-5,-0.3251769495319943,0.022,0.039,1,0,RANBP6,all
8.287241645905417e-5,-0.36450430757257024,0.013,0.027,1,0,SLC43A3,all
8.29353934986299e-5,-0.07303527432121415,0.079,0.108,1,0,FAM105A,all
8.377710736562048e-5,-0.789462731577486,0.011,0.024,1,0,NLN,all
8.382076031208181e-5,-0.776521007417939,0.016,0.03,1,0,ZNF780B,all
8.468093071944242e-5,-5.868568691705976,0,0.006,1,0,RP11-624C23.1,all
8.46809309186193e-5,-4.869219224291964,0,0.006,1,0,SERPINF2,all
8.46809309186193e-5,-5.155965082941003,0,0.006,1,0,FZD2,all
8.46809309186193e-5,-5.462814942619055,0,0.006,1,0,KRT73-AS1,all
8.476900664184139e-5,-0.22229526226842156,0.057,0.082,1,0,ACSF3,all
8.557444165384515e-5,-0.35307263676291845,0.055,0.079,1,0,SCAPER,all
8.560586833919648e-5,-0.6441249873824852,0.019,0.034,1,0,RP11-538P18.2,all
8.568639031877581e-5,-0.040001561089918924,0.069,0.096,1,0,RIPK2,all
8.578365349110703e-5,-0.2850351016318593,0.058,0.083,1,0,FCF1,all
8.594688305615341e-5,-0.4657549538127448,0.04,0.06,1,0,CTD-3252C9.4,all
8.7078377275936e-5,0.5750447926000491,0.151,0.126,1,0,LPIN1,all
8.727869034156435e-5,0.4507130293128682,0.174,0.148,1,0,SLA,all
8.73463295727045e-5,-0.14143969442417914,0.044,0.066,1,0,MCM5,all
8.740547380145736e-5,-0.06965783741281478,0.183,0.23,1,0,PRKAR1A,all
8.90360743435804e-5,-0.014764246085783028,0.256,0.318,1,0,ATP5H,all
8.905717803402137e-5,-0.1595300661757051,0.085,0.115,1,0,FKBP3,all
8.94491028758756e-5,-1.2010812543517888,0.007,0.018,1,0,CPNE8,all
8.970639896996791e-5,-0.31443264755048883,0.026,0.043,1,0,FH,all
8.981740007645592e-5,-0.23587306574968103,0.046,0.068,1,0,COPB2,all
9.060339647780949e-5,-0.5820690264295765,0.015,0.029,1,0,GBE1,all
9.079899675457622e-5,-0.2926571837479901,0.26,0.305,1,0,ATP6V0B,all
9.099704218024988e-5,0.8808570236355968,0.039,0.025,1,0,DUSP14,all
9.193497451648983e-5,-0.03515672206985221,0.117,0.154,1,0,LONP2,all
9.193752391562619e-5,-0.2548338523071001,0.041,0.063,1,0,KDM5C,all
9.236282793205647e-5,0.5911395647648325,0.136,0.112,1,0,KIF2A,all
9.279307537765078e-5,1.8194241504919795,0.008,0.002,1,0,LRRC16B,all
9.297670188508598e-5,-1.8330013855878775,0.003,0.012,1,0,LMCD1,all
9.320647851160063e-5,-0.6345670088578967,0.013,0.027,1,0,TCAIM,all
9.324835298529475e-5,-0.1554297172411514,0.068,0.095,1,0,CPSF7,all
9.380717669979411e-5,-0.20335359628701832,0.05,0.073,1,0,MRTO4,all
9.407713301750307e-5,1.5898545077851844,0.008,0.002,1,0,TRGJP,all
9.426858484282516e-5,-0.9450159776859124,0.007,0.018,1,0,RP11-124N14.3,all
9.455794672200069e-5,-2.2808227461664767,0.002,0.009,1,0,UBTD1,all
9.489491308693639e-5,0.7906662424725934,0.052,0.035,1,0,METRN,all
9.581527028272616e-5,-0.11718393395281146,0.131,0.168,1,0,ERICH1,all
9.62418290694058e-5,-0.716751649539618,0.013,0.026,1,0,BEX1,all
9.624685311264207e-5,-0.7069008695663994,0.018,0.033,1,0,DHRS4-AS1,all
9.629291578987416e-5,-0.8363353363891357,0.014,0.027,1,0,AGMAT,all
9.649972974494564e-5,-0.4276874067438783,0.014,0.027,1,0,NRM,all
9.679956755851674e-5,0.14049756973808902,0.639,0.646,1,0,PNISR,all
9.73575721772734e-5,-0.3356782641915417,0.028,0.046,1,0,FAM175B,all
9.77292019434304e-5,0.8325201744628712,0.074,0.055,1,0,F8A3,all
9.773511587661559e-5,-0.36996408711717255,0.036,0.055,1,0,CD2AP,all
9.852891458483276e-5,-1.0878370612285613,0.006,0.017,1,0,GYLTL1B,all
9.888110040835546e-5,0.6679342741025207,0.099,0.078,1,0,TRIM11,all
9.899683165412449e-5,-0.2380172125427138,0.05,0.073,1,0,GADD45A,all
9.975335319176299e-5,-0.3128686005819108,0.055,0.078,1,0,GGCX,all
9.9759865664663885e-05,-0.9743194005880271,0.004,0.013,1,0,ZXDB,all
1.0041371031164405e-4,-0.19497606815091206,0.04,0.06,1,0,CLCN7,all
1.02069227239791e-4,1.848856148842688,0.009,0.003,1,0,ADAM22,all
1.0224043418379765e-4,-0.2721459843132119,0.027,0.044,1,0,RBFA,all
1.022951857880634e-4,-0.3296153543506537,0.014,0.028,1,0,HMBS,all
1.0259497511667377e-4,-0.3252938504924243,0.027,0.044,1,0,APH1B,all
1.0382246165822206e-4,-1.8383623423622835,0.001,0.008,1,0,SNX21,all
1.0408481736690067e-4,-0.3079312130014551,0.031,0.05,1,0,FLCN,all
1.0422543032565345e-4,-0.12829372122766203,0.075,0.103,1,0,DHX15,all
1.0466589962671788e-4,-0.10808397272286352,0.124,0.161,1,0,SECISBP2,all
1.0485667068996549e-4,-1.4535707107136,0.004,0.013,1,0,EXPH5,all
1.0493312458429047e-4,-0.31390425452061255,0.033,0.051,1,0,GIPR,all
1.055996605462078e-4,0.5292262422965315,0.188,0.165,1,0,ARFGAP2,all
1.0585548943746246e-4,1.5847022329296605,0.009,0.003,1,0,RP11-32B5.7,all
1.0589498691267387e-4,-0.15591058477305975,0.063,0.089,1,0,AP2A2,all
1.0611671936854725e-4,-0.8937306360622834,0.007,0.018,1,0,GEN1,all
1.0625253750148254e-4,-0.060022715078189764,0.198,0.248,1,0,SLTM,all
1.0640421352721843e-4,1.5996856987450014,0.01,0.004,1,0,PODN,all
1.0747708619832718e-4,-3.792421100044291,0,0.007,1,0,EGR3,all
1.074910738924428e-4,-0.07180735169956609,0.063,0.089,1,0,YIF1A,all
1.0749439066031382e-4,0.6642578678087228,0.108,0.086,1,0,SUPV3L1,all
1.077812873632763e-4,-0.03716817867817164,0.241,0.299,1,0,RPL22L1,all
1.077872611209541e-4,-3.0360824537939326,0,0.007,1,0,FAM72A,all
1.0781115591598301e-4,-3.1767821867539743,0,0.007,1,0,KHDRBS2,all
1.0808710168844461e-4,-0.314579357400004,0.027,0.044,1,0,KLHL18,all
1.0836514064370069e-4,-2.592171679331705,0.001,0.007,1,0,TNFRSF8,all
1.0838423657573979e-4,-0.20150895305328897,0.06,0.084,1,0,TECPR1,all
1.0843285285198689e-4,-2.4676873902888934,0.001,0.007,1,0,WWC2,all
1.0878263907102905e-4,-0.3444494550551269,0.067,0.092,1,0,C12orf65,all
1.0891934003189972e-4,-0.4393404750436125,0.023,0.039,1,0,RP11-451G4.2,all
1.0944615274923929e-4,-0.06144538069250971,0.099,0.132,1,0,ACO2,all
1.0997050159485232e-4,0.20328067808174466,0.504,0.502,1,0,PRR13,all
1.0997254468315501e-4,-0.819282203840618,0.014,0.028,1,0,MTRNR2L11,all
1.1063410079599724e-4,-0.4306644130573223,0.023,0.039,1,0,FIG4,all
1.1124824547919568e-4,-0.5102138817257504,0.019,0.035,1,0,ESRRA,all
1.1150444588841351e-4,0.2573213706212334,0.374,0.355,1,0,ATM,all
1.1175035118292006e-4,-0.06402529767173493,0.123,0.159,1,0,HOOK3,all
1.1237399232072519e-4,-0.3681578234709675,0.028,0.046,1,0,FKBP15,all
1.1253206067948379e-4,1.094231287388924,0.018,0.009,1,0,CLDND2,all
1.1285359736927301e-4,-0.1717856534673401,0.107,0.14,1,0,LYSMD2,all
1.129678578468901e-4,-0.20107278608691415,0.078,0.106,1,0,DENND4A,all
1.1347144237625844e-4,-0.3354855922619904,0.036,0.056,1,0,FOXN2,all
1.1350571822459833e-4,-0.36812490131432973,0.027,0.045,1,0,CEP83,all
1.1388236873321068e-4,0.5074353213903586,0.201,0.178,1,0,TROVE2,all
1.1416119746996163e-4,0.6817470746370826,0.065,0.046,1,0,DUSP10,all
1.1547670844524134e-4,-5.473212255647964,0,0.006,1,0,DSC2,all
1.1547670844524134e-4,-5.377994869474098,0,0.006,1,0,ZG16B,all
1.1547670844524134e-4,-5.5418533737613656,0,0.006,1,0,GPR34,all
1.159734025205206e-4,-0.9854998478065262,0.009,0.02,1,0,OMG,all
1.1633096230305005e-4,-0.22728057766541698,0.07,0.096,1,0,TAOK1,all
1.173182540330981e-4,0.8794043404069694,0.064,0.046,1,0,ACBD5,all
1.1775775353724792e-4,-0.6207039866605037,0.015,0.029,1,0,PHC1,all
1.1831264977879944e-4,-0.6978972809045612,0.009,0.021,1,0,RSAD2,all
1.1946969961061987e-4,-0.3362160514013808,0.034,0.053,1,0,ASH2L,all
1.1950230929330998e-4,-0.15844421799579356,0.383,0.444,1,0,PGK1,all
1.2033435386566517e-4,-1.8655171096954497,0.001,0.008,1,0,LYPD3,all
1.206431397267383e-4,-2.0985203644782437,0.001,0.008,1,0,RPS6KA2,all
1.207859612900905e-4,0.5098546600311302,0.209,0.187,1,0,RCN2,all
1.2117388578521358e-4,-0.3392584935384364,0.037,0.057,1,0,PHF19,all
1.2165073124826158e-4,-0.3398480628989482,0.024,0.04,1,0,NSUN6,all
1.2270653827059803e-4,-0.16581335853174162,0.044,0.065,1,0,GGCT,all
1.2290027216019814e-4,-0.25594081518641554,0.04,0.06,1,0,GPATCH4,all
1.231192067141941e-4,-0.4147244475047862,0.039,0.06,1,0,RUFY1,all
1.2350347927157746e-4,-0.09404845941577222,0.168,0.212,1,0,PCGF5,all
1.2379311731236238e-4,-0.1960662658585619,0.045,0.067,1,0,EXOC6,all
1.245102839595374e-4,3.239052467670639,0.004,0.001,1,0,TRAJ31,all
1.2494435300179613e-4,-0.19767132863141557,0.082,0.111,1,0,SMYD4,all
1.2495028219550107e-4,-0.7236074847673137,0.011,0.023,1,0,PPRC1,all
1.2546382298849227e-4,-3.067936508968276,0.001,0.007,1,0,CHST13,all
1.2559438147919798e-4,-3.2579128754919537,0.001,0.007,1,0,EGR2,all
1.259452172792689e-4,-2.6919121933627563,0,0.007,1,0,RP11-532F12.5,all
1.2596062624211504e-4,-2.661958240123324,0.001,0.007,1,0,XXbac-B135H6.15,all
1.2636851129368368e-4,-0.23286204118598963,0.033,0.052,1,0,DNTTIP1,all
1.2645928308981512e-4,-2.3264726967116767,0.001,0.007,1,0,MRAS,all
1.2678833035737434e-4,-0.4031194044772719,0.021,0.037,1,0,RP11-379H18.1,all
1.271126419122674e-4,-1.2090448526793907,0.007,0.017,1,0,CTD-3110H11.1,all
1.2739047698429964e-4,-1.1546532986385696,0.005,0.014,1,0,NOXA1,all
1.2770037738135502e-4,-0.7619584181885175,0.014,0.027,1,0,RP11-110G21.1,all
1.2796235917148652e-4,-1.6011887601822083,0.004,0.013,1,0,AP003774.6,all
1.2818412826651e-4,-1.8655100586494386,0.002,0.009,1,0,RAB24,all
1.2844479251482958e-4,-0.306289620876663,0.069,0.095,1,0,FAM46A,all
1.2848576095678818e-4,-0.18432206444047217,0.059,0.084,1,0,SMIM15,all
1.2858950070065517e-4,-0.5067370041301555,0.015,0.029,1,0,ZMYM4,all
1.2861526300154364e-4,0.43615426167009574,0.225,0.203,1,0,CCNH,all
1.2963801439535753e-4,0.4696842394183779,0.278,0.265,1,0,CCZ1,all
1.2977362415336107e-4,0.6612424053246626,0.111,0.089,1,0,BRE,all
1.3021515366767089e-4,-0.11757820482114606,0.325,0.388,1,0,C14orf166,all
1.3036055798493277e-4,-0.251309587840437,0.059,0.083,1,0,EIF3J-AS1,all
1.3084011008006308e-4,-1.9831646620476677,0.002,0.009,1,0,PDE6G,all
1.3132937647288497e-4,0.5687169365244915,0.156,0.133,1,0,NAA50,all
1.320311284873446e-4,-0.22341953020021704,0.201,0.241,1,0,MAP3K8,all
1.322014018298973e-4,-1.63425349109509,0.002,0.01,1,0,RP11-804H8.6,all
1.3227967222813778e-4,-0.48503939575074684,0.036,0.055,1,0,CYB5D2,all
1.3288291897519007e-4,-1.5661726064590589,0.002,0.009,1,0,AMN,all
1.3291019248216532e-4,-0.23376744996907362,0.137,0.173,1,0,MBD2,all
1.3398453393821436e-4,-0.34649518446754524,0.044,0.065,1,0,CYB5R1,all
1.3406561643200253e-4,-0.3078449464972275,0.033,0.052,1,0,HIST2H2AC,all
1.349639344424198e-4,-0.14643610306007337,0.141,0.179,1,0,PPM1K,all
1.3510426528532245e-4,-0.03124669464448704,0.173,0.219,1,0,METAP2,all
1.362779899585204e-4,-0.46899850714221536,0.018,0.032,1,0,RP11-661A12.7,all
1.362925993446823e-4,-0.09443891343736222,0.086,0.116,1,0,PPA2,all
1.3629714518469536e-4,0.6465246388911845,0.081,0.061,1,0,FAM117A,all
1.3646574955975926e-4,0.4617278075134741,0.166,0.141,1,0,CCDC107,all
1.3649397850546972e-4,0.6782806755897897,0.08,0.061,1,0,HDAC4,all
1.365736595830303e-4,-0.8239822813984734,0.007,0.018,1,0,MYO3A,all
1.3715245307770578e-4,-0.7384289915865252,0.014,0.027,1,0,MOB1B,all
1.3723158360204183e-4,-0.09965519510743848,0.056,0.08,1,0,FAM58A,all
1.3748626625951818e-4,-0.37441181585093775,0.028,0.045,1,0,KIAA0232,all
1.378623316826941e-4,-3.2600411990616234,0.001,0.008,1,0,SCT,all
1.380497604126189e-4,-0.0402801155965784,0.106,0.139,1,0,R3HDM2,all
1.389852419014294e-4,-0.6338739322969889,0.015,0.029,1,0,SLC39A4,all
1.3902012129758662e-4,0.7741494270274858,0.039,0.025,1,0,DAPK2,all
1.4002559538509884e-4,-0.03482290024144338,0.252,0.311,1,0,UBE2B,all
1.407642554730993e-4,-0.10084714422579844,0.138,0.176,1,0,PPCS,all
1.4109206643529544e-4,0.5131547085864849,0.21,0.188,1,0,SHISA5,all
1.411154100227159e-4,-0.20151524639904528,0.053,0.076,1,0,CDK4,all
1.412875630839397e-4,-0.17673466188315246,0.051,0.074,1,0,DUSP5,all
1.4137695530841587e-4,-0.18627893199060308,0.045,0.067,1,0,NOA1,all
1.418462112891566e-4,-0.30382847388008294,0.031,0.049,1,0,RRM1,all
1.4199268145095208e-4,-1.6875712668801874,0.003,0.011,1,0,CCDC80,all
1.4277343223602712e-4,-0.6086174003401856,0.016,0.03,1,0,C22orf46,all
1.434442913433835e-4,-0.8485058849535072,0.006,0.016,1,0,TMEM236,all
1.4507148789600401e-4,-0.9391155864454142,0.009,0.021,1,0,GIMAP8,all
1.4625097405350756e-4,-3.7792655140894995,0,0.006,1,0,TNFRSF17,all
1.4650236262821949e-4,-0.12698984560522786,0.074,0.101,1,0,ISCA2,all
1.4672542496656089e-4,-2.908001709014443,0.001,0.007,1,0,NXPH4,all
1.4675393489919504e-4,-3.200128875067678,0,0.006,1,0,COL4A3,all
1.4679184873684164e-4,-1.4395910366885518,0.004,0.013,1,0,IL1R1,all
1.4685147038464558e-4,-2.902201326369638,0,0.006,1,0,GPR162,all
1.470968307250559e-4,-0.6070992360848315,0.013,0.026,1,0,LCMT2,all
1.478337275348328e-4,-0.05054260124633749,0.219,0.271,1,0,G3BP2,all
1.4822684556459146e-4,-0.09975044907008801,0.1,0.132,1,0,MAP2K1,all
1.4865456203366228e-4,-2.5493244958558607,0.002,0.009,1,0,ZIK1,all
1.4911941997056908e-4,-0.2226045309213578,0.076,0.104,1,0,BLCAP,all
1.503970336712156e-4,-0.08754729611320711,0.082,0.112,1,0,ECHS1,all
1.5068748331890962e-4,0.6869181724213589,0.081,0.061,1,0,WDTC1,all
1.507891398010271e-4,-0.6142180367131305,0.014,0.027,1,0,CBWD2,all
1.5103821133958067e-4,-0.5815081883318367,0.02,0.035,1,0,SQLE,all
1.510411126855884e-4,-0.2140391339738561,0.055,0.078,1,0,MVB12A,all
1.5108566443318257e-4,-0.23720471367720863,0.053,0.075,1,0,STAT5A,all
1.5151762027083122e-4,-1.9615222590201657,0.002,0.01,1,0,CAHM,all
1.5182460759896954e-4,1.2045545461208897,0.014,0.007,1,0,DLG5,all
1.5209919677934534e-4,-0.08449293069991648,0.146,0.187,1,0,USP3,all
1.5229810707494351e-4,-0.46015372790409836,0.018,0.033,1,0,IPO8,all
1.5263260731655911e-4,-0.04065499772669501,0.075,0.103,1,0,RNPEP,all
1.5269442343615199e-4,-0.11725311658612458,0.041,0.061,1,0,TIMMDC1,all
1.528670798706074e-4,2.2144242994765193,0.008,0.003,1,0,CCNE2,all
1.5296441079540302e-4,-1.7411491718676642,0.002,0.009,1,0,BCL2L2,all
1.5328040038650707e-4,-0.1282701112884581,0.056,0.08,1,0,NUMA1,all
1.541517494738991e-4,0.6470236398072835,0.089,0.069,1,0,ANKRD36,all
1.558719653722236e-4,-0.1998443405161212,0.041,0.061,1,0,C3orf62,all
1.5591508254692227e-4,-1.5658047275610718,0.003,0.012,1,0,RNF207,all
1.568298718173652e-4,-0.5889645220894075,0.026,0.042,1,0,FUT8,all
1.5685433486282294e-4,-0.6437031554765582,0.008,0.018,1,0,CHGB,all
1.5692644855753445e-4,0.6936097381356972,0.086,0.066,1,0,R3HCC1,all
1.570064888653313e-4,0.5365489265917427,0.178,0.156,1,0,SURF4,all
1.575545712283972e-4,-5.4271661641528866,0,0.006,1,0,KLHL14,all
1.5774981069506893e-4,0.7936241858773223,0.059,0.042,1,0,COMTD1,all
1.5811255641433525e-4,-0.8394145621560023,0.011,0.023,1,0,LINC01004,all
1.5867965127854187e-4,-0.5857111261358088,0.027,0.043,1,0,NFIL3,all
1.6021872837925316e-4,-0.17712087327031423,0.058,0.082,1,0,LYRM1,all
1.6149725255448378e-4,-2.5341223349741266,0.001,0.008,1,0,TPST1,all
1.6172622721320946e-4,-0.6051451454922647,0.012,0.024,1,0,CLK2,all
1.6212106707797213e-4,-0.25254817219617065,0.053,0.076,1,0,ITGB2-AS1,all
1.6454776664825174e-4,-0.11434398042375804,0.079,0.108,1,0,FBXO11,all
1.6501148095457858e-4,0.4955050885608214,0.21,0.188,1,0,BRD7,all
1.6519391477067897e-4,-0.16115160875688428,0.055,0.078,1,0,GATC,all
1.6643031562115437e-4,-0.3394111427010552,0.2,0.237,1,0,MIDN,all
1.6645990670311492e-4,0.5426620927679826,0.061,0.044,1,0,CX3CR1,all
1.6702765414943293e-4,0.5206421885621855,0.201,0.18,1,0,PPP1R7,all
1.6733464579658642e-4,-0.5762847665803212,0.026,0.042,1,0,CSMD2,all
1.6784373201101461e-4,-0.19482008934952066,0.041,0.061,1,0,PRPS2,all
1.6792999413285775e-4,-0.9323941994388876,0.009,0.019,1,0,C21orf33,all
1.6802214830481183e-4,-0.38894813574874654,0.026,0.043,1,0,HERC3,all
1.6930372859204134e-4,-0.9470767089794592,0.007,0.017,1,0,HIST4H4,all
1.7035369709512792e-4,-0.6448134386720472,0.015,0.028,1,0,DOC2A,all
1.7122980274583629e-4,-0.584611979607363,0.019,0.033,1,0,ZNF576,all
1.716678404539056e-4,-2.2205707844103104,0.001,0.007,1,0,FMNL2,all
1.7205292751815938e-4,-0.01005519919576825,0.019,0.034,1,0,BAIAP2,all
1.725244586454369e-4,0.7669211319555214,0.075,0.056,1,0,TTC21B,all
1.7281219745457737e-4,0.5515795245121784,0.068,0.05,1,0,RP11-104L21.3,all
1.7285697868012743e-4,-1.466195845763603,0.003,0.011,1,0,NETO2,all
1.7334770368130132e-4,-0.19232075670684257,0.064,0.089,1,0,PLCB2,all
1.7507646211673672e-4,-0.6170838899484195,0.014,0.026,1,0,CDH4,all
1.759866006178725e-4,1.3149841261265172,0.014,0.006,1,0,FBXL14,all
1.760470019742988e-4,-1.7169573554658255,0.003,0.012,1,0,ANKRD30B,all
1.7630281362047135e-4,-0.526763328394507,0.007,0.018,1,0,AMT,all
1.7656830874295852e-4,-1.4888100129415776,0.002,0.01,1,0,RAPH1,all
1.7755358174380336e-4,-0.38622781218918556,0.025,0.041,1,0,PDE4DIP,all
1.7771145898731606e-4,0.695909462813082,0.123,0.102,1,0,AK3,all
1.7786199616940572e-4,-0.22502577765660492,0.04,0.06,1,0,ZNF891,all
1.7800562949689207e-4,-0.13816010714838423,0.084,0.112,1,0,CNPPD1,all
1.7831043180497862e-4,-0.5306693340438584,0.028,0.045,1,0,TUBD1,all
1.7852799675474728e-4,1.0681120674850746,0.031,0.019,1,0,RP11-66N11.8,all
1.7901240713658916e-4,-0.20590477963312614,0.084,0.112,1,0,GGA2,all
1.792605412835212e-4,-0.35258739470488276,0.018,0.033,1,0,DHRS12,all
1.814180227387723e-4,-1.2680917841692558,0.003,0.012,1,0,MMP25,all
1.8180980585277693e-4,-0.021742571085979157,0.179,0.224,1,0,MRPL20,all
1.8407345111653346e-4,-5.100369728947945,0,0.005,1,0,DGKG,all
1.8407345111653346e-4,-5.380835289894625,0,0.005,1,0,IL1R2,all
1.8407345111653346e-4,-5.126312168742602,0,0.005,1,0,PPM1J,all
1.8407345111653346e-4,-5.005958407913164,0,0.005,1,0,HAAO,all
1.844221624178272e-4,0.7760156843992343,0.026,0.015,1,0,SOX13,all
1.846180174367739e-4,-0.1879965314785319,0.044,0.065,1,0,CES2,all
1.8518510417832632e-4,-0.5145157272252914,0.034,0.052,1,0,ANKRD54,all
1.8542538578972386e-4,-0.21357817447076588,0.041,0.061,1,0,SLC6A6,all
1.8617627557847226e-4,0.5639490775053144,0.144,0.122,1,0,TSSC4,all
1.8623233273480684e-4,-0.16542777333073988,0.089,0.119,1,0,VAMP3,all
1.8727592252465306e-4,-1.1248160781560586,0.007,0.018,1,0,CSMD3,all
1.888375401555355e-4,-0.5701054273171269,0.011,0.023,1,0,RP11-167H9.4,all
1.8911011420392486e-4,0.5454649780577696,0.131,0.109,1,0,DIP2A,all
1.8922758490573217e-4,-1.6369329773751504,0.003,0.011,1,0,ASB13,all
1.8954431466595417e-4,-0.22961659043506222,0.027,0.044,1,0,INTS6-AS1,all
1.8981494395988173e-4,-0.5589776361966212,0.034,0.053,1,0,MED16,all
1.918516722069867e-4,-0.8511925107070182,0.007,0.017,1,0,ACVR1,all
1.92040254022599e-4,0.3581826290135589,0.314,0.302,1,0,RNF7,all
1.9223632259029774e-4,-0.9364253194003584,0.008,0.018,1,0,RP11-166P13.3,all
1.927030657083857e-4,-0.4906940143548888,0.015,0.029,1,0,ATP11C,all
1.9365457163015386e-4,-0.3150797115527051,0.048,0.07,1,0,LILRB1,all
1.9402024256083878e-4,-0.13992781406926946,0.038,0.057,1,0,C12orf43,all
1.9498613336505453e-4,-0.02969345736410159,0.253,0.309,1,0,TRMT112,all
1.9620941801091137e-4,0.32655568544179847,0.358,0.347,1,0,MYEOV2,all
1.9783521367024767e-4,2.3048115411587666,0.005,0.001,1,0,WDR88,all
1.990986947712012e-4,-3.775830034663655,0,0.006,1,0,HGF,all
1.9963235090825768e-4,-0.49740346508672983,0.022,0.037,1,0,ASPH,all
2.0041317306904828e-4,-0.22516382921028466,0.044,0.065,1,0,ZNF333,all
2.01237470948214e-4,-2.159240923138471,0.002,0.009,1,0,SERPINB9P1,all
2.0158518367663852e-4,-0.37500124358878706,0.019,0.033,1,0,TP53BP1,all
2.0166625480685967e-4,-0.4085548419502829,0.017,0.031,1,0,MCEE,all
2.0214984286366866e-4,-0.2094756939626521,0.055,0.078,1,0,GMIP,all
2.022040032249904e-4,-0.5420028614348928,0.028,0.045,1,0,RP11-977G19.12,all
2.0374902366770333e-4,0.1987179403317751,0.197,0.168,1,0,RHOC,all
2.0392532426057226e-4,0.22546458818831883,0.534,0.541,1,0,MZT2B,all
2.041244916156157e-4,-1.362889511026907,0.006,0.015,1,0,C12orf42,all
2.041337106089991e-4,-1.281011360671589,0.002,0.01,1,0,RP11-85A1.3,all
2.042447125024004e-4,0.6889000021703204,0.113,0.092,1,0,DBF4,all
2.048634463189137e-4,5.245465361149767,0.002,0,1,0,RP11-70D24.2,all
2.0518968369291987e-4,-0.3354076694313437,0.031,0.049,1,0,ABCF2,all
2.060789405944459e-4,-0.6062957854198014,0.011,0.023,1,0,TTC28,all
2.066578802380801e-4,0.6668502079523213,0.151,0.13,1,0,GPAA1,all
2.0676634693784894e-4,-0.1970105878449797,0.086,0.114,1,0,TCEAL8,all
2.0731335046508025e-4,-0.04523105505937819,0.078,0.106,1,0,CNIH4,all
2.0746345999829926e-4,-0.3017995624738594,0.026,0.042,1,0,AFF1,all
2.0924200838703442e-4,0.37757376300902945,0.281,0.264,1,0,CASP4,all
2.0959045830156502e-4,-0.10023751086174426,0.148,0.187,1,0,NR1H2,all
2.105506998812421e-4,0.7915859882856324,0.038,0.025,1,0,BZRAP1,all
2.10932924638211e-4,-0.5718715486219805,0.029,0.046,1,0,PLCE1,all
2.110400162286146e-4,-0.35020677922016663,0.03,0.047,1,0,GLRA3,all
2.1201838126936866e-4,-1.0547080564294875,0.006,0.016,1,0,PRR29,all
2.1239892036586727e-4,-0.42896736524068313,0.035,0.053,1,0,GRHL1,all
2.125290574636715e-4,-0.10488767258193543,0.091,0.121,1,0,SQRDL,all
2.1386599195751603e-4,-1.0110808985097428,0.007,0.017,1,0,TMEM147-AS1,all
2.144885277659129e-4,-0.3184047700366994,0.033,0.051,1,0,SIAH1,all
2.145281761962781e-4,-0.34366865621098475,0.031,0.048,1,0,OXSR1,all
2.1508802920877664e-4,-4.983473955015486,0,0.005,1,0,CDC42EP1,all
2.1508802920877664e-4,-5.086284464307914,0,0.005,1,0,ZNF804A,all
2.1508802920877664e-4,-5.270631665249867,0,0.005,1,0,OSTN-AS1,all
2.1583300998251752e-4,-0.07055845253781534,0.127,0.163,1,0,EP300,all
2.1661358167602925e-4,-0.0730200883998895,0.095,0.126,1,0,CAPRIN1,all
2.1678941908801475e-4,0.9678076924649055,0.043,0.029,1,0,STK39,all
2.1685316159816026e-4,-0.7579332790510929,0.01,0.022,1,0,HIST2H2AA4,all
2.1700066573505063e-4,-2.810971861870801,0.001,0.008,1,0,B3GNT8,all
2.171685528819397e-4,-0.25742467057363316,0.056,0.079,1,0,RRP15,all
2.177565276091621e-4,0.5400743135150203,0.121,0.099,1,0,COLEC12,all
2.1780301871457617e-4,-0.2998575451264065,0.053,0.076,1,0,TNK2,all
2.179693717014614e-4,-1.6165793293938648,0.004,0.012,1,0,RMDN2,all
2.1907587709242302e-4,-0.11520502418088019,0.108,0.141,1,0,USP22,all
2.1909051209325996e-4,-2.3755624035966143,0.001,0.008,1,0,AHRR,all
2.1912717794900162e-4,0.6872457127024623,0.085,0.066,1,0,ABHD14A,all
2.1939059913097465e-4,-1.8511007844047302,0.001,0.008,1,0,CNKSR2,all
2.1980261410853793e-4,-0.19207912926196136,0.139,0.174,1,0,INTS6,all
2.2019785198200233e-4,-1.228865288820253,0.005,0.014,1,0,FAM216A,all
