p,avg_Log2FC,pct.1,pct.2,p_adj,cluster_my,symbol,group
0.001862519402159303,-4.517577038960846,0,0.007,1,2,FBLN2,all
0.0018625194043309316,-4.993554885717071,0,0.007,1,2,TJP3,all
0.001862549081198858,2.3851908053994757,0.004,0.001,1,2,PCSK6-AS1,all
0.001864150835525835,-0.8550850765999591,0.019,0.035,1,2,ZNF699,all
0.0018649549035595649,0.24894355164852788,0.292,0.253,1,2,DBNL,all
0.0018668037812810288,-0.851195555658808,0.031,0.05,1,2,MRPL17,all
0.0018668598695928895,2.3646488479160572,0.005,0.001,1,2,ADGRD1,all
0.0018683684139575987,2.3712917053628795,0.004,0.001,1,2,RP4-681N20.5,all
0.0018697036158013933,-2.384616205231283,0.005,0.015,1,2,PDCD2L,all
0.001871284339495978,1.4036465764261843,0.004,0.001,1,2,ABCC2,all
0.0018746955555491958,-0.7335663642905894,0.033,0.053,1,2,AGA,all
0.0018747226193424594,1.0248551459969804,0.013,0.006,1,2,AC068831.10,all
0.00187512330795204,0.3295054541083804,0.129,0.101,1,2,C2orf68,all
0.0018757538479348486,0.7326636104877808,0.021,0.011,1,2,SMAD1,all
0.0018788562740636907,-3.0690112006143684,0.002,0.011,1,2,LINC00402,all
0.0018789001065927363,-0.544234824560538,0.115,0.141,1,2,NIFK,all
0.0018811992302974145,2.0645175886916753,0.005,0.001,1,2,CTB-41I6.1,all
0.0018840762796351845,-1.3863777097855263,0.015,0.029,1,2,FAM153B,all
0.0018852487832349872,-0.44766732082285743,0.068,0.092,1,2,POLR2D,all
0.001889764395411192,0.47078988448712966,0.053,0.036,1,2,UBALD1,all
0.0018943972497521661,-1.743441215954796,0.006,0.016,1,2,LIMA1,all
0.001896664090801026,0.6312545669952274,0.026,0.014,1,2,RP11-498C9.3,all
0.001898311495957874,-0.6316742812859495,0.07,0.094,1,2,CCDC90B,all
0.0018988866652194518,-0.7992923973421444,0.016,0.031,1,2,DYRK4,all
0.0019030859778310714,-1.2297911890332522,0.019,0.035,1,2,MFAP1,all
0.00190481881706947,-0.7349129419258513,0.071,0.095,1,2,GFM1,all
0.0019085327250444354,-1.6700844265717656,0.007,0.019,1,2,B3GALNT1,all
0.0019105683921441787,-0.4481986239860565,0.093,0.12,1,2,TSNAX,all
0.001912456891071568,-0.9761388434425236,0.015,0.029,1,2,ZBTB14,all
0.0019137469447633947,-1.071223030199934,0.011,0.025,1,2,TGDS,all
0.0019242154094433305,-0.7335485369157309,0.018,0.033,1,2,CPTP,all
0.0019255210435177865,0.2279933054854606,0.071,0.05,1,2,TGFBR1,all
0.0019265856517632015,-2.027684683179321,0.002,0.011,1,2,RTKN2,all
0.001929756028292748,0.5865227906853496,0.019,0.01,1,2,RP3-333H23.8,all
0.0019335067477122823,-1.8197934084957201,0.013,0.026,1,2,NAT6,all
0.0019338245097498144,-0.9518996139652445,0.029,0.047,1,2,FAM189B,all
0.0019362318695076823,0.857991740396594,0.032,0.019,1,2,SLC40A1,all
0.0019387554929634525,-1.4745246891377852,0.008,0.02,1,2,MOSPD1,all
0.0019397490227516863,0.3387508763632252,0.065,0.046,1,2,KIF3B,all
0.0019404331721005511,-0.49784197142890396,0.083,0.109,1,2,ZNF43,all
0.0019405444458982387,-0.3267937398601489,0.149,0.18,1,2,MAX,all
0.0019424627090439827,-0.24095205322642677,0.172,0.203,1,2,ARL6IP1,all
0.0019430936263821318,-1.5237421758823677,0.006,0.016,1,2,PRIMPOL,all
0.0019486715403788267,-0.8867842566384727,0.041,0.06,1,2,ZFYVE27,all
0.001954265571339565,0.4065275839671514,0.101,0.077,1,2,TMEM141,all
0.001959799422990508,0.6129550949855669,0.031,0.018,1,2,ABAT,all
0.0019656152189223433,-1.456769911720416,0.005,0.015,1,2,PYGM,all
0.001969709702207803,-0.2754610227926231,0.105,0.134,1,2,ATG10,all
0.001970440426706929,-1.4085617892097755,0.004,0.014,1,2,SAMD10,all
0.0019767086094917793,-0.3281042941896736,0.207,0.239,1,2,OTUB1,all
0.001976734650465125,-0.7070259754043957,0.03,0.048,1,2,ELP5,all
0.0019774410140234316,-0.9620325803349017,0.026,0.043,1,2,KIAA0586,all
0.001982171678339855,-1.0741944693701888,0.009,0.021,1,2,RP11-849H4.2,all
0.0019884802400877174,-0.63008451514933,0.043,0.063,1,2,MED21,all
0.0019951379494879407,-0.4492007806786984,0.094,0.121,1,2,ISY1,all
0.0019991931684762874,-1.3588251994273102,0.012,0.025,1,2,AC133644.2,all
0.00201130231722919,-4.76353427728725,0,0.007,1,2,TMEM237,all
0.002017120095469436,0.08494709690265223,0.133,0.103,1,2,RNF11,all
0.0020182616828713956,3.279865654926514,0.004,0.001,1,2,CAMP,all
0.0020245406110515163,0.6861018716745586,0.047,0.031,1,2,LIMK2,all
0.0020252872422254677,0.8269717109676868,0.031,0.019,1,2,C7orf60,all
0.0020264043598347196,2.6148897156447823,0.004,0.001,1,2,CTD-2583P5.1,all
0.002027830781303247,-0.7930282965950655,0.019,0.034,1,2,CLSPN,all
0.0020279901112866985,0.2661654513578835,0.08,0.058,1,2,FAF2,all
0.0020342596723630538,-0.5834264830989739,0.093,0.119,1,2,ICAM2,all
0.0020359372308131995,-1.8923761596824669,0.004,0.014,1,2,SLC4A1,all
0.0020369059577198113,0.22834210988107784,0.181,0.147,1,2,ELOVL5,all
0.0020435488608524736,-1.8059402424676585,0.009,0.021,1,2,RP11-333I13.1,all
0.0020436935385426303,1.3339708759350417,0.004,0.001,1,2,TMEM158,all
0.0020444091142489853,-2.0152672619814114,0.005,0.015,1,2,CH17-353B19.1,all
0.002044451778140961,-0.5019760989859645,0.06,0.084,1,2,CISD2,all
0.0020445661337315907,0.8780196414453649,0.029,0.017,1,2,RP11-629O1.2,all
0.002045521303195499,1.9376427711882451,0.004,0.001,1,2,RP1-100J12.1,all
0.0020491813325837064,1.6307181027217519,0.004,0.001,1,2,ACSS3,all
0.0020534226058995615,-0.7129629289603625,0.028,0.046,1,2,AP003419.16,all
0.002055541211734897,-0.8209470684639673,0.045,0.065,1,2,TMEM168,all
0.0020589080216527017,1.1217034470761291,0.012,0.005,1,2,CALCRL,all
0.0020626657472374416,0.40188768949189924,0.108,0.083,1,2,ZNF236,all
0.0020649912176653375,-4.132789054641091,0.001,0.008,1,2,OLFM2,all
0.002073039117098323,1.2748074382100008,0.018,0.009,1,2,CLPB,all
0.0020739431677131094,-3.9182968420319924,0.001,0.008,1,2,IGHA2,all
0.0020739618056072624,0.5362217644829572,0.016,0.008,1,2,UACA,all
0.002076906711495225,-0.5903239913372738,0.038,0.058,1,2,C7orf55,all
0.0020822737534688497,0.7577458535782613,0.038,0.024,1,2,SLC39A4,all
0.0020841476519571933,0.28853033051633303,0.273,0.235,1,2,U2AF1,all
0.0020849309670846086,-1.4863560003743324,0.002,0.011,1,2,TMEM177,all
0.0020975003330390056,0.5814615247245829,0.073,0.053,1,2,ZNF226,all
0.0021046714459885063,-0.9427035490383733,0.023,0.04,1,2,LEO1,all
0.0021105746988840353,0.9259478069243858,0.017,0.009,1,2,NBPF20,all
0.0021133376911998416,-1.2949595515015528,0.011,0.023,1,2,TACC2,all
0.0021157992164313865,-0.5501258716684609,0.1,0.126,1,2,MED15,all
0.0021158873827144893,-0.2653946294483752,0.268,0.301,1,2,AKAP13,all
0.0021198818901455164,0.39253960847522584,0.159,0.128,1,2,MRPL51,all
0.0021217705244629056,0.7695419745976122,0.038,0.024,1,2,WDR81,all
0.0021232744740118806,0.6866789400411668,0.038,0.024,1,2,SNX8,all
0.0021283482631155237,-1.7592139487572407,0.004,0.013,1,2,RP11-701H24.9,all
0.002133595486535886,0.2504678690991851,0.332,0.289,1,2,BAX,all
0.0021423860637221,-0.991973657496386,0.022,0.038,1,2,TANGO6,all
0.0021431086008322172,-1.7380124519855462,0.007,0.018,1,2,LCLAT1,all
0.0021459756930319283,-1.4467042018829988,0.006,0.017,1,2,ZNF552,all
0.002150534252443263,0.5032166818107617,0.023,0.013,1,2,ANO10,all
0.0021557469156380264,-1.6585026589263219,0.001,0.009,1,2,FLJ22447,all
0.002159719567437506,-0.627464185490993,0.067,0.09,1,2,ZNF320,all
0.0021612742551756184,0.17907991466985584,0.111,0.084,1,2,DDX42,all
0.002166401634668014,0.9370735361898026,0.018,0.009,1,2,CEP85,all
0.0021721198782043345,-5.013062845072846,0,0.007,1,2,UBXN10-AS1,all
0.0021721198832786253,-5.31423785938913,0,0.007,1,2,RAMP1,all
0.0021721198832786253,-4.914158823586464,0,0.007,1,2,C2orf44,all
0.0021798208970977293,0.31645644075280077,0.089,0.066,1,2,MDM2,all
0.002182706741924283,-0.670469007567748,0.041,0.061,1,2,RRS1,all
0.0021830336826233407,-2.955159838876014,0.002,0.011,1,2,TMEM132B,all
0.0021911148531266133,-0.46410235413246936,0.088,0.113,1,2,RAB9A,all
0.0021964696724977003,-0.26861308129361067,0.249,0.28,1,2,SSBP1,all
0.0021965978374359325,-0.8282036326276812,0.032,0.051,1,2,PREPL,all
0.0021973925123029946,-0.4821316214773037,0.107,0.134,1,2,VPS4B,all
0.0021990886372280443,-2.1573051355243607,0.004,0.014,1,2,S100B,all
0.0022009985020012652,0.5658445004643959,0.045,0.029,1,2,C2CD5,all
0.0022125532032677368,-1.0594833956721534,0.021,0.036,1,2,RNF214,all
0.002212924008398199,-0.6380089186740698,0.04,0.06,1,2,CA5A,all
0.002220611424367818,-0.8743066065348775,0.055,0.076,1,2,ATAD2,all
0.0022254025346771585,-1.7431932481865813,0.004,0.014,1,2,ZNF792,all
0.0022254984363811593,-0.5600692314971623,0.048,0.069,1,2,CCDC130,all
0.002225830858364644,-0.35351830131753115,0.093,0.12,1,2,SNRNP27,all
0.0022261514625248097,1.6159868986194494,0.011,0.005,1,2,CACFD1,all
0.0022378325525328558,0.11544016303039673,0.088,0.064,1,2,MAU2,all
0.002237933603128537,-1.786463075882775,0.006,0.017,1,2,RP3-453C12.15,all
0.0022465419726359005,-3.2732227712259627,0.001,0.008,1,2,RP11-486G15.2,all
0.0022613625341751722,0.2786139889084545,0.364,0.327,1,2,SQSTM1,all
0.0022648527782399676,0.25390963365145636,0.058,0.04,1,2,SND1-IT1,all
0.0022723968621805885,-1.2203739062114032,0.004,0.014,1,2,CHIC1,all
0.002274806830191362,-0.6325580296151281,0.052,0.074,1,2,TMEM80,all
0.0022780837642027577,-0.48732260581025333,0.038,0.058,1,2,ZMYND8,all
0.002281932542339863,-0.33275671252364913,0.159,0.19,1,2,AMD1,all
0.0022830788303466465,1.070532618073404,0.009,0.004,1,2,RP11-497H16.9,all
0.0022855169114955535,-2.0489909561194213,0.009,0.02,1,2,PARP2,all
0.0022859995488822555,-0.33003001101593976,0.092,0.119,1,2,PSMA2,all
0.002295920075369546,-2.3717736698677605,0.001,0.009,1,2,TRIM32,all
0.002305033248540375,0.8106547750283553,0.032,0.02,1,2,WDR7,all
0.002308271554505568,-0.292956962252358,0.154,0.185,1,2,C1D,all
0.0023095729879062405,0.5447248122428414,0.037,0.023,1,2,RNASEL,all
0.002318550414576678,-1.062623688211954,0.023,0.04,1,2,RGPD5,all
0.0023293161067014273,-0.9815352196767795,0.011,0.024,1,2,TFB1M,all
0.002331488358686497,-1.0811483954795125,0.035,0.053,1,2,RMDN3,all
0.0023356643838550184,-0.8679009035438265,0.016,0.031,1,2,RDH13,all
0.002343135146385905,0.21308883567645798,0.102,0.078,1,2,STARD3NL,all
0.0023436539724533377,-1.3296476327861786,0.006,0.017,1,2,CCDC86,all
0.0023458651546487677,-0.4119947271521034,0.085,0.111,1,2,STX5,all
0.0023677789329525404,-1.722781046374518,0.004,0.014,1,2,PRR7-AS1,all
0.002372577983982008,0.2881212583162578,0.104,0.079,1,2,MESDC1,all
0.002372778990173108,-0.19448159740056892,0.132,0.163,1,2,MRPS15,all
0.002374097116370133,0.45633622561976095,0.14,0.112,1,2,AKR7A2,all
0.0023782193195504226,0.43688218048240346,0.06,0.042,1,2,OCEL1,all
0.0023819712181776366,0.43630693008320565,0.079,0.058,1,2,ING1,all
0.0023888886661917203,0.3758009504470623,0.135,0.107,1,2,GUSB,all
0.0023960130179000545,-0.981010319383782,0.037,0.056,1,2,KPNA5,all
0.002400020551985537,0.5947464359357917,0.026,0.015,1,2,CHGB,all
0.0024007297692122814,-0.5668383153443979,0.051,0.072,1,2,UNKL,all
0.002407437207470371,-1.8938504225524317,0.002,0.011,1,2,RP11-119D9.1,all
0.0024088074999865142,0.538970064049852,0.132,0.106,1,2,MRPL21,all
0.002410372201926303,-0.27398315607554846,0.174,0.207,1,2,SSNA1,all
0.002411326484651254,0.24766512702766047,0.211,0.175,1,2,DIAPH1,all
0.0024151877986652802,-1.1806035112759115,0.021,0.036,1,2,RGS3,all
0.002416621298698963,-0.3051654431062305,0.048,0.069,1,2,COQ5,all
0.002416806339585183,-1.5044845596840326,0.006,0.017,1,2,LINC01133,all
0.002418145313091067,0.48361269404985485,0.052,0.035,1,2,CAMTA2,all
0.002427439302220454,-1.135242601360802,0.015,0.029,1,2,TASP1,all
0.002433373609913824,-0.6221768025236107,0.048,0.069,1,2,ATF1,all
0.002433522522172488,0.3881424780675755,0.043,0.028,1,2,AP3S2,all
0.0024443262632971078,1.5983626322857,0.012,0.005,1,2,NDST2,all
0.002444794442910663,0.3084904804408377,0.079,0.058,1,2,KIAA0100,all
0.002449755468986309,-0.20799730752783452,0.215,0.251,1,2,MRPL57,all
0.0024506115295296177,-1.0763005267640957,0.011,0.023,1,2,RP11-66N11.8,all
0.0024595258221797233,-2.939203013883236,0.001,0.009,1,2,P2RX5-TAX1BP3,all
0.002465153896951805,0.37834415824153966,0.051,0.034,1,2,GABPA,all
0.0024726322549202136,-2.1626886874766953,0.005,0.015,1,2,SMYD5,all
0.0024857123812066025,0.2928409498280189,0.074,0.054,1,2,MPDU1,all
0.0024858656961956535,-0.8595008163517952,0.016,0.031,1,2,NUP35,all
0.002487330057261759,-0.5046719471634071,0.058,0.08,1,2,NDE1,all
0.002488582118464303,0.34364723124286733,0.053,0.036,1,2,NSUN4,all
0.0024913623836961387,-2.0521244698428562,0.001,0.009,1,2,RP11-169D4.2,all
0.002492089992167268,0.6869364554630413,0.049,0.033,1,2,NACC1,all
0.0024990514381731813,-0.7520542503757723,0.036,0.055,1,2,PKD1,all
0.002499723893110463,0.6790054771269642,0.021,0.012,1,2,FAM157C,all
0.002504823663680886,-0.9415435305933579,0.024,0.041,1,2,POLR3F,all
0.0025144409341990954,-0.44465068933189467,0.06,0.083,1,2,PPP3CB,all
0.002517292068206643,0.5202766161174748,0.043,0.028,1,2,POU6F1,all
0.002519260994240985,1.2401682205099331,0.026,0.015,1,2,DGCR6,all
0.0025212137879227054,1.3492961283515505,0.012,0.005,1,2,KCNJ6,all
0.0025251493236149143,0.7813388585558609,0.014,0.006,1,2,RP11-565F19.3,all
0.0025284053552704425,2.2500115825844693,0.006,0.002,1,2,ADRB1,all
0.0025303916604793447,1.1289620869704171,0.038,0.025,1,2,SLC1A5,all
0.002534364192879257,-0.5677232031279147,0.066,0.09,1,2,EEF1E1,all
0.0025364132733151946,2.280663055544122,0.006,0.002,1,2,CTF1,all
0.0025426481745688153,0.5992615659584715,0.048,0.033,1,2,TMEM69,all
0.002545602457447244,-1.7922044549161518,0.006,0.017,1,2,GOT1,all
0.002547126582888555,2.073000672673647,0.006,0.002,1,2,VSIG4,all
0.0025484494676773464,-1.558378379224452,0.004,0.014,1,2,PKD2L2,all
0.0025500838074772798,0.5503300470301578,0.076,0.056,1,2,YLPM1,all
0.002553666313019386,-1.4732944926808562,0.004,0.014,1,2,TTC12,all
0.0025556426249775856,-1.364677299887206,0.012,0.025,1,2,C12orf54,all
0.0025635999587352654,-2.579394932375882,0.002,0.01,1,2,LNX1,all
0.0025658094044922015,-0.9442279974343988,0.012,0.025,1,2,IGF2BP1,all
0.0025713830070289686,1.39848295530871,0.006,0.002,1,2,OSR1,all
0.002586975454422771,-0.3268106814270503,0.224,0.255,1,2,RAD23A,all
0.0025874441681796425,0.5322506483355425,0.052,0.035,1,2,C1orf27,all
0.002597878424024733,-3.765705038381383,0.001,0.008,1,2,SUSD4,all
0.0026013836736215722,-0.6001395613927931,0.029,0.047,1,2,SARNP,all
0.002604154357756932,-0.5553817540644427,0.134,0.16,1,2,SH3BP5,all
0.002606811823889593,-0.9094618204254687,0.027,0.044,1,2,ZFP90,all
0.0026085036695223684,-0.4617550416444871,0.093,0.118,1,2,TMEM55B,all
0.0026141651678829167,0.6342096187636055,0.035,0.022,1,2,XRCC4,all
0.002615017263146131,-0.21692109491379463,0.16,0.192,1,2,NDUFC1,all
0.0026166457690159697,-0.4710776576314205,0.137,0.165,1,2,SURF4,all
0.0026175296204383244,0.40141488614746046,0.148,0.118,1,2,KCMF1,all
0.002618036616659331,0.7364405715207423,0.023,0.013,1,2,GGT6,all
0.002620750519577471,0.568439621865978,0.053,0.036,1,2,TRAPPC8,all
0.0026246568801674554,0.314505141531102,0.088,0.066,1,2,PHKG2,all
0.0026266030696712,-2.838790241616115,0.001,0.008,1,2,DOCK9-AS2,all
0.0026273531233605104,-0.5957561459956313,0.061,0.084,1,2,PITPNB,all
0.0026276342992164877,-2.7785951226433365,0.001,0.008,1,2,ZNF286A,all
0.002628927026893932,-0.5894174946507236,0.021,0.037,1,2,C12orf45,all
0.002629860569502735,-0.6048439308670588,0.026,0.042,1,2,GPKOW,all
0.0026310373872232783,-0.7183388609735322,0.018,0.033,1,2,ATAD3C,all
0.0026327454625510102,-2.392165679565994,0.004,0.013,1,2,RP1-244F24.1,all
0.00263333113025896,-0.7493287149468308,0.045,0.065,1,2,PTMS,all
0.0026348632754295575,-2.50767234582871,0.001,0.008,1,2,RP11-428G5.5,all
0.0026391783214629876,-2.2661106509717133,0.004,0.013,1,2,GPRASP1,all
0.0026415683908657234,-3.3426743567465094,0.001,0.009,1,2,NT5M,all
0.0026434824450761716,-3.204472196197748,0.001,0.009,1,2,TNIP3,all
0.0026498622768728964,-2.3873730016548667,0.004,0.014,1,2,FBXO5,all
0.0026508651377485527,-0.5384932142794097,0.053,0.075,1,2,TMEM199,all
0.0026514302339907428,-0.7392666855576064,0.026,0.042,1,2,RBFA,all
0.002652223103987572,0.2802571664989766,0.195,0.161,1,2,NDUFB3,all
0.002681056308492508,-0.5304283455841756,0.038,0.058,1,2,AKAP7,all
0.002690368526765738,-0.9305907450535766,0.017,0.032,1,2,GSTM3,all
0.0027076400830642372,-1.487142643555892,0.009,0.02,1,2,LA16c-380H5.5,all
0.002709369684218546,-0.18339068950696147,0.853,0.88,1,2,CFL1,all
0.0027172364278623133,-1.14797572233243,0.015,0.029,1,2,ZNF780B,all
0.002719304677428676,-0.35191295312869175,0.127,0.155,1,2,PSMD2,all
0.002722308910490902,-0.6761201601138609,0.068,0.09,1,2,HIP1,all
0.002728011348404678,-0.6363295137854594,0.063,0.086,1,2,MRI1,all
0.002728022853913379,0.4105133767557434,0.102,0.078,1,2,RP11-392P7.6,all
0.002728700052578797,1.4076358408588812,0.01,0.004,1,2,PAXBP1-AS1,all
0.0027300615481999795,1.1566817371139027,0.02,0.011,1,2,LRRC27,all
0.0027311739610228897,-0.7973950183901577,0.008,0.019,1,2,XYLT2,all
0.002732928978894022,-2.269100990803536,0.003,0.012,1,2,ZNF681,all
0.0027359671572369753,-2.6362685004251016,0.002,0.01,1,2,LYG2,all
0.0027361755954602458,0.2765431411204249,0.06,0.042,1,2,PTPN9,all
0.0027371091752408385,-4.778478825830516,0,0.006,1,2,SGOL1,all
0.002741532146630926,-1.4313215145608673,0.005,0.015,1,2,RP11-161M6.2,all
0.002748053722046236,-0.5558800473061676,0.048,0.068,1,2,UROD,all
0.002758356348811681,-0.7276503805725154,0.029,0.047,1,2,CTA-243E7.4,all
0.0027640504849735744,0.7417974164752965,0.025,0.014,1,2,TMEM78,all
0.002764931044585517,1.030534203870416,0.01,0.004,1,2,RP11-30K9.6,all
0.0027664766497979194,-0.2867818978725367,0.098,0.125,1,2,RNF19A,all
0.0027671053282978036,-1.1316305817529084,0.004,0.013,1,2,RP5-1184F4.7,all
0.0027748262346537537,-0.4315244480879934,0.1,0.126,1,2,SSRP1,all
0.002781841814030999,0.3750848205150382,0.156,0.126,1,2,FAM50A,all
0.0027925035252867442,-0.8615398281093363,0.007,0.018,1,2,NUGGC,all
0.00279289704820647,0.3963920695986318,0.056,0.039,1,2,ING2,all
0.002793766964601333,0.29673491941934205,0.111,0.086,1,2,CBWD1,all
0.002798215300367701,-1.3240824604761858,0.002,0.01,1,2,TCEB3-AS1,all
0.0027994403874888186,-0.2590658744692019,0.194,0.227,1,2,RBBP4,all
0.0027995971135924805,-0.9077303244359811,0.028,0.045,1,2,XPO5,all
0.0028034982795274326,-4.107946571213687,0.001,0.008,1,2,RP11-264B17.5,all
0.002805647779374071,0.3943730098738758,0.11,0.086,1,2,CUEDC2,all
0.0028059481790133076,-1.1095084374251947,0.003,0.012,1,2,ARL4D,all
0.0028080634382346833,1.0838564401691544,0.017,0.009,1,2,ZNF438,all
0.0028091064638852206,1.0774130750495106,0.023,0.013,1,2,AGER,all
0.0028107460568393902,-0.22163969324419258,0.205,0.236,1,2,IGBP1,all
0.0028133191369399324,0.9302329784207091,0.02,0.011,1,2,NOXA1,all
0.002822820633616303,0.30337221030366346,0.206,0.173,1,2,BOD1L1,all
0.002832313807184768,0.8454746354864455,0.032,0.02,1,2,DTX2,all
0.0028324708187924385,0.47102480778009737,0.072,0.052,1,2,VPS8,all
0.0028335589065577,-0.32300189735303764,0.155,0.185,1,2,PSMC6,all
0.0028444216438188717,-1.612267909264422,0.013,0.026,1,2,IFT43,all
0.0028574863763370277,-0.7245570914473609,0.062,0.084,1,2,PIK3C2A,all
0.002861374510547201,-0.7758381892833448,0.036,0.054,1,2,SPATS2,all
0.0028658835193453394,-0.1921192290295269,0.292,0.325,1,2,TRAM1,all
0.002878940255155938,-0.46699306640679183,0.082,0.107,1,2,ARMC8,all
0.0028847592122376,-2.024219087841394,0.001,0.009,1,2,CPA5,all
0.002888901541698107,0.22438368501394945,0.157,0.126,1,2,DNAJC3,all
0.002891085481807428,-0.40235963590284213,0.179,0.207,1,2,EMC3,all
0.002893199129965302,-1.3731472949670156,0.008,0.019,1,2,RTP4,all
0.002893347347028054,0.3487774948606335,0.09,0.067,1,2,AC110615.1,all
0.0029049808439624665,0.4563487834976976,0.033,0.021,1,2,MAPK7,all
0.002925408104033858,-0.44870361000784265,0.127,0.153,1,2,AKAP8L,all
0.002941640536955252,2.1181539898142576,0.006,0.002,1,2,SDS,all
0.002943905929985279,1.4374981398628597,0.009,0.004,1,2,AC005355.2,all
0.0029568412123986837,-4.9634935326035405,0,0.006,1,2,BFSP1,all
0.0029568412158660047,-4.817174595642756,0,0.006,1,2,SBF2-AS1,all
0.0029751095257582144,-0.47535569107838005,0.072,0.096,1,2,TDG,all
0.002989989831413909,-1.69142899024421,0.009,0.02,1,2,ZNF786,all
0.0029910851048839835,-0.3927487468889901,0.065,0.088,1,2,IP6K2,all
0.0029961268940236906,1.089371838035352,0.006,0.002,1,2,STON2,all
0.0030030244279305985,-0.6297468259684393,0.011,0.023,1,2,ST8SIA6-AS1,all
0.0030257257489140067,-0.6582029933688434,0.024,0.04,1,2,H2AFX,all
0.0030279780214270296,-0.8594400857157742,0.01,0.022,1,2,RP11-167H9.4,all
0.003029905314961083,-0.8629605109029792,0.012,0.025,1,2,MANEA-AS1,all
0.0030344871866329675,-3.5256947434967705,0.001,0.008,1,2,RP11-126O1.6,all
0.003051694634417846,0.2328126295663484,0.071,0.051,1,2,SREBF2,all
0.0030534975102837246,-0.7458908202372756,0.027,0.044,1,2,EPT1,all
0.003058227789671689,-0.7577946648601341,0.023,0.039,1,2,ZNF566,all
0.0030656112271458414,-0.7198548691688336,0.036,0.055,1,2,C12orf43,all
0.0030686161712192447,0.3334125960954104,0.077,0.056,1,2,PRDX4,all
0.0030692117192504956,-2.4233108676482598,0.001,0.008,1,2,WNT10A,all
0.0030721379067547732,-1.8750210927593072,0.004,0.013,1,2,RAD18,all
0.00308137655035138,0.6216485352971044,0.046,0.031,1,2,PTGR2,all
0.003084870719049227,-0.46883572141660323,0.093,0.118,1,2,SMARCA2,all
0.003086112146934898,0.2912657981968265,0.039,0.025,1,2,PRKCE,all
0.00308986922355553,-1.4659514792270887,0.008,0.019,1,2,CLEC4M,all
0.0030917965644667415,-0.6865720581916863,0.066,0.088,1,2,RQCD1,all
0.003093581634383707,2.24939284136613,0.007,0.002,1,2,ZBTB46,all
0.00311448442853486,-0.747650836140406,0.032,0.05,1,2,TTC31,all
0.0031162683240130917,0.2862939927596133,0.101,0.077,1,2,SMC1A,all
0.003121465477276421,-1.3710898475190003,0.005,0.015,1,2,OXSM,all
0.0031253235389994884,-1.707106883241416,0.006,0.017,1,2,KCNG1,all
0.003139933193678617,0.2197917500191573,0.07,0.05,1,2,SETD3,all
0.003141971543085745,-1.4054904745063759,0.005,0.015,1,2,FAM69A,all
0.003143399246498054,0.5674926808911738,0.075,0.055,1,2,TFPT,all
0.003144539575716802,0.2529164435937592,0.175,0.143,1,2,SNX5,all
0.0031460786965610828,-1.5159728760215776,0.004,0.014,1,2,NLE1,all
0.0031480402569307115,2.6775826183712077,0.005,0.001,1,2,SLC6A12,all
